"Publisher.ID","Publisher.Name","Keyword.ID","Keyword","Match.Type","Campaign","Keyword.Group","Category","Bid.Strategy","Keyword.Type","Status","Search.Engine.Bid","Clicks","Click.Charges","Avg..Cost.per.Click","Impressions","Engine.Click.Thru..","Avg..Pos.","Trans..Conv...","Total.Cost..Trans.","Amount","Total.Cost","Total.Volume.of.Bookings"
"K435","Google - US",43000000014302608,"india cheap airfare","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.36,2.12,32,9.38,1.06,0,0,0,6.36,0
"K435","Google - US",43000000014201080,"international airfares","Broad","Geo Targeted DC","International DC","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.38,3.19,63,3.17,2.65,0,0,0,6.38,0
"K435","Google - US",43000000013072328,"venice airport","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,9,6.39,0.71,2679,0.34,5.1,0,0,0,6.39,0
"K435","Google - US",43000000013072712,"milan tickets","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,8,6.39,0.8,856,0.93,4.78,0,0,0,6.39,0
"K435","Google - US",43000000013072896,"madrid cheap flight","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,7,6.4,0.91,317,2.21,5.97,0,0,0,6.4,0
"K435","Google - US",43000000013071968,"european cheap flight","Broad","Western Europe Destinations","Europe","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.41,2.14,48,6.25,1.31,0,0,0,6.41,0
"K435","Google - US",43000000014201008,"international airlines","Broad","Geo Targeted DC","International DC","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.41,3.21,43,4.65,1.48,0,0,0,6.41,0
"K435","Google - US",43000000014117800,"rome airlines","Broad","Geo Targeted Los Angeles","Los Angeles to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.43,3.21,27,7.41,5.42,0,0,0,6.43,0
"K435","Google - US",43000000014112752,"cheap europe flights","Broad","Geo Targeted New York","Cheap Europe New York","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.44,2.15,28,10.71,2.1,0,0,0,6.44,0
"K435","Google - US",43000000014121880,"athens cheap tickets","Broad","Geo Targeted DC","DC to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,6.44,3.22,3,66.67,1,0,0,0,6.44,0
"K435","Google - US",43000000014121408,"france air flights","Broad","Geo Targeted DC","DC to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,6,6.44,1.07,24,25,1.04,0,0,0,6.44,0
"K435","Google - US",43000000005278472,"turkey plane tickets","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,6.48,1.62,21,19.05,2.48,0,0,0,6.48,0
"K435","Google - US",43000000013072480,"fly to milan","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,11,6.47,0.59,295,3.73,5.79,0,0,0,6.47,0
"K435","Google - US",43000000014112992,"cheap europe flight","Broad","Geo Targeted New York","Cheap Europe New York","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.49,2.16,8,37.5,1,0,0,0,6.49,0
"K435","Google - US",43000000014125328,"paris plane ticket","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,4,6.49,1.62,11,36.36,1.09,0,0,0,6.49,0
"K435","Google - US",43000000014113496,"athens airlines","Broad","Geo Targeted New York","New York to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,4,6.5,1.63,23,17.39,1.22,0,0,0,6.5,0
"K435","Google - US",43000000014118936,"paris airline tickets","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.53,2.18,41,7.32,1.61,0,0,0,6.53,0
"K435","Google - US",43000000014118960,"athens airlines","Broad","Geo Targeted Houston","Houston to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,6.53,3.26,35,5.71,1.74,0,0,0,6.53,0
"K435","Google - US",43000000014201240,"europe flight","Broad","Geo Targeted Boston","Europe Boston","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.54,3.27,98,2.04,1.59,0,0,0,6.54,0
"K435","Google - US",43000000005287752,"berlin flight","Broad","Google_Yearlong 2006","Google|Berlin","berlin","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,6.55,1.64,239,1.67,1.23,0,0,0,6.55,0
"K435","Google - US",43000000013071328,"new york to athens","Broad","Western Europe Destinations","Athens","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,5,6.55,1.31,53,9.43,5.21,0,0,0,6.55,0
"K435","Google - US",43000000014119952,"cheap europe airfare","Broad","Geo Targeted Detroit","Cheap Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.55,3.28,11,18.18,1,0,0,0,6.55,0
"K435","Google - US",43000000014127664,"france airlines","Broad","Geo Targeted Boston","Boston to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,5,6.6,1.32,457,1.09,1.67,0,0,0,6.6,0
"K435","Google - US",43000000005278192,"germany plane ticket","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.61,2.2,13,23.08,2.31,0,0,0,6.61,0
"K435","Google - US",43000000005278272,"flight to england","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,6.65,1.66,48,8.33,2.39,0,0,0,6.65,0
"K435","Google - US",43000000013072112,"florence cheap flight","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,6,6.66,1.11,118,5.08,4.96,0,0,0,6.66,0
"K435","Google - US",43000000014119736,"cheap europe flights","Broad","Geo Targeted Detroit","Cheap Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.66,2.22,25,12,1.16,0,0,0,6.66,0
"K435","Google - US",43000000013072488,"italy plane tickets","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.74,2.25,31,9.68,5.1,0,0,0,6.74,0
"K435","Google - US",43000000013072984,"[london travel]","Exact","Western Europe Destinations","London","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.74,3.37,66,3.03,1.14,0,0,0,6.74,0
"K435","Google - US",43000000013072904,"turkey airfares","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,4,6.75,1.69,42,9.52,1.76,0,0,0,6.75,0
"K435","Google - US",43000000014111216,"paris cheap ticket","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.77,2.26,26,11.54,1.96,0,0,0,6.77,0
"K435","Google - US",43000000014113976,"france cheap air tickets","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,3,6.77,2.26,7,42.86,1,0,0,0,6.77,0
"K435","Google - US",43000000005287760,"nuremberg","Broad","Google_Yearlong 2006","Google|Nuremberg","nuremberg","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,6.79,6.79,481,0.21,1.05,0,0,0,6.79,0
"K435","Google - US",43000000013071536,"barcelona cheap flight","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,5,6.79,1.36,136,3.68,5.02,0,0,0,6.79,0
"K435","Google - US",43000000014113928,"madrid airlines","Broad","Geo Targeted New York","New York to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.79,2.26,126,2.38,1.63,0,0,0,6.79,0
"K435","Google - US",43000000014113568,"florence airlines","Broad","Geo Targeted New York","New York to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.83,2.28,42,7.14,3.45,0,0,0,6.83,0
"K435","Google - US",43000000014113296,"madrid flights","Broad","Geo Targeted New York","New York to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.85,2.28,101,2.97,1.6,0,0,0,6.85,0
"K435","Google - US",43000000005287928,"fly to  hamburg","Broad","Google_Yearlong 2006","Google|Hamburg","hamburg","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,6.86,3.43,20,10,1.05,0,0,0,6.86,0
"K435","Google - US",43000000005277968,"european fares","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,6.88,3.44,211,0.95,1.62,0,0,0,6.88,0
"K435","Google - US",43000000014201200,"international flights","Broad","Geo Targeted Boston","International Boston","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.88,3.44,480,0.42,5.4,0,0,0,6.88,0
"K435","Google - US",43000000013072872,"venice tickets","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,5,6.89,1.38,357,1.4,2.85,0,0,0,6.89,0
"K435","Google - US",43000000014111320,"cheap europe flights","Broad","Geo Targeted Philadelphia","Cheap Europe Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,4,6.89,1.72,13,30.77,1,0,0,0,6.89,0
"K435","Google - US",43000000014127216,"france flight","Broad","Geo Targeted Boston","Boston to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,6.92,2.31,232,1.29,1.89,0,0,0,6.92,0
"K435","Google - US",43000000014201360,"international flight","Broad","Geo Targeted Boston","International Boston","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.93,3.46,45,4.44,1.93,0,0,0,6.93,0
"K435","Google - US",43000000014113696,"italy ticket","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.94,3.47,23,8.7,1.35,0,0,0,6.94,0
"K435","Google - US",43000000013071792,"barcelona plane tickets","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,8,6.98,0.87,79,10.13,5.27,0,0,0,6.98,0
"K435","Google - US",43000000014113200,"madrid cheap flights","Broad","Geo Targeted New York","New York to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,7,2.33,20,15,1.1,0,0,0,7,0
"K435","Google - US",43000000014115944,"france tickets","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,7.05,3.53,54,3.7,2.42,0,0,0,7.05,0
"K435","Google - US",43000000014120928,"paris cheap flight","Broad","Geo Targeted Detroit","Detroit to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,7.1,2.37,9,33.33,1,0,0,0,7.1,0
"K435","Google - US",43000000014119080,"paris air tickets","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,7.13,3.56,26,7.69,1.42,0,0,0,7.13,0
"K435","Google - US",43000000014125240,"france air flight","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,6,7.17,1.2,39,15.38,1.15,0,0,0,7.17,0
"K435","Google - US",43000000014121888,"barcelona airlines","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,7.19,3.59,45,4.44,2.73,0,0,0,7.19,0
"K435","Google - US",43000000014121736,"florence flights","Broad","Geo Targeted DC","DC to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,7.21,3.61,59,3.39,1.4,0,0,0,7.21,0
"K435","Google - US",43000000014127160,"paris airfares","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,7.22,2.41,25,12,2.77,0,0,0,7.22,0
"K435","Google - US",43000000014113472,"barcelona airfare","Broad","Geo Targeted New York","New York to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,7.24,3.62,20,10,1.05,0,0,0,7.24,0
"K435","Google - US",43000000014115704,"france fare","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,7.26,3.63,15,13.33,1.73,0,0,0,7.26,0
"K435","Google - US",43000000005278400,"overseas airfares","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,7.3,1.83,41,9.76,2.61,0,0,0,7.3,0
"K435","Google - US",43000000014113920,"paris flight deal","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,4,7.31,1.83,11,36.36,1.54,0,0,0,7.31,0
"K435","Google - US",43000000014113584,"paris cheap air fare","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,3,7.32,2.44,10,30,1,0,0,0,7.32,0
"K435","Google - US",43000000013071680,"barcelona airfare","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,10,7.34,0.73,251,3.98,4.12,0,0,0,7.34,0
"K435","Google - US",43000000014119296,"cheap international tickets","Broad","Geo Targeted Detroit","Cheap International Detroit","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,7.34,3.67,17,11.76,2.16,0,0,0,7.34,0
"K435","Google - US",43000000005278384,"italy airports","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,5,7.36,1.47,524,0.95,1.53,0,0,0,7.36,0
"K435","Google - US",43000000014127480,"madrid flight","Broad","Geo Targeted Boston","Boston to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,7.37,2.46,20,15,1.2,0,0,0,7.37,0
"K435","Google - US",43000000005278000,"germany plane tickets","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,7.41,2.47,43,6.98,2.77,0,0,0,7.41,0
"K435","Google - US",43000000007147584,"nouakchott flights","Broad","Google_Yearlong 2006","Google|nouakchott","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,7.44,2.48,13,23.08,1,0,0,0,7.44,0
"K435","Google - US",43000000014118744,"paris cheap airlines","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,7.45,3.73,5,40,1,0,0,0,7.45,0
"K435","Google - US",43000000014121256,"spain airlines","Broad","Geo Targeted Detroit","Detroit to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,7.45,1.86,73,5.48,1.22,0,0,0,7.45,0
"K435","Google - US",43000000013072576,"greece fares","Broad","Western Europe Destinations","Greece","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,7.47,2.49,144,2.08,4.03,0,0,0,7.47,0
"K435","Google - US",43000000014116872,"barcelona flights","Broad","Geo Targeted Los Angeles","Los Angeles to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,7.48,3.74,86,2.33,1.93,0,0,0,7.48,0
"K435","Google - US",43000000014116408,"france airline","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,7,7.49,1.07,76,9.21,1.05,0,0,0,7.49,0
"K435","Google - US",43000000014113184,"italy airfares","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,7.54,3.77,10,20,1.1,0,0,0,7.54,0
"K435","Google - US",43000000005278680,"milan travel","Broad","Google_Yearlong 2006","Google|Milan","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,7.55,1.89,1077,0.37,2.12,0,0,0,7.55,0
"K435","Google - US",43000000014122744,"madrid tickets","Broad","Geo Targeted DC","DC to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,7.56,3.78,15,13.33,1.07,0,0,0,7.56,0
"K435","Google - US",43000000007147592,"cotonou flights","Broad","Google_Yearlong 2006","Google|cotonou","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,9,7.59,0.84,143,6.29,1.1,0,0,0,7.59,0
"K435","Google - US",43000000005278216,"overseas cheap flights","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,5,7.61,1.52,36,13.89,2.53,0,0,0,7.61,0
"K435","Google - US",43000000014113488,"france cheap airfares","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,5,7.65,1.53,32,15.63,1.34,0,0,0,7.65,0
"K435","Google - US",43000000014113216,"madrid airfare","Broad","Geo Targeted New York","New York to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,4,7.65,1.91,6,66.67,1,0,0,0,7.65,0
"K435","Google - US",43000000005278576,"italy airport","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,5,7.69,1.54,355,1.41,1.53,0,0,0,7.69,0
"K435","Google - US",43000000005278200,"london ticket","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 1-4 Bid Strategy","Unassigned","Paused",6.25,7,7.72,1.1,125,5.6,2.22,0,0,0,7.72,0
"K435","Google - US",43000000013072368,"venice airfare","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,8,7.75,0.97,176,4.55,3.57,0,0,0,7.75,0
"K435","Google - US",43000000014128664,"cheap europe tickets","Broad","Geo Targeted Boston","Cheap Europe Boston","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,7.76,2.59,13,23.08,1.23,0,0,0,7.76,0
"K435","Google - US",43000000014127440,"paris ticket","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,7.79,1.95,75,5.33,1.54,0,0,0,7.79,0
