"Publisher.ID","Publisher.Name","Keyword.ID","Keyword","Match.Type","Campaign","Keyword.Group","Category","Bid.Strategy","Keyword.Type","Status","Search.Engine.Bid","Clicks","Click.Charges","Avg..Cost.per.Click","Impressions","Engine.Click.Thru..","Avg..Pos.","Trans..Conv...","Total.Cost..Trans.","Amount","Total.Cost","Total.Volume.of.Bookings"
"K435","Google - US",43000000014201112,"europe flight","Broad","Geo Targeted DC","Europe DC","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,4.71,1.57,419,0.72,2.31,0,0,0,4.71,0
"K435","Google - US",43000000013072408,"uk airline","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,4.73,4.73,67,1.49,1.8,0,0,0,4.73,0
"K435","Google - US",43000000014111568,"cheap international airfares","Broad","Geo Targeted Philadelphia","Cheap International Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,4.73,4.73,1,100,2,0,0,0,4.73,0
"K435","Google - US",43000000014112096,"italy airline","Broad","Geo Targeted Philadelphia","Philadelphia to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.75,2.38,30,6.67,2.43,0,0,0,4.75,0
"K435","Google - US",43000000014118568,"paris airline ticket","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.75,2.38,16,12.5,1.19,0,0,0,4.75,0
"K435","Google - US",43000000014121160,"france air tickets","Broad","Geo Targeted DC","DC to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,4.76,1.59,10,30,1.1,0,0,0,4.76,0
"K435","Google - US",43000000005287912,"flight to hanover","Broad","Google_Yearlong 2006","Google|Hanover","hanover","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,4.78,4.78,18,5.56,1.11,0,0,0,4.78,0
"K435","Google - US",43000000014200744,"international flights","Broad","Geo Targeted Philadelphia","International Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,4.79,2.39,39,5.13,1.59,0,0,0,4.79,0
"K435","Google - US",43000000014127568,"paris cheap airfares","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.79,2.39,3,66.67,1,0,0,0,4.79,0
"K435","Google - US",43000000013072104,"florence ticket","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.8,2.4,69,2.9,2.93,0,0,0,4.8,0
"K435","Google - US",43000000014115040,"rome cheap airlines","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,4.81,4.81,2,50,1,0,0,0,4.81,0
"K435","Google - US",43000000014116864,"milan airlines","Broad","Geo Targeted Los Angeles","Los Angeles to Milan Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,4.83,4.83,9,11.11,5.34,0,0,0,4.83,0
"K435","Google - US",43000000007147608,"conakry flights","Broad","Google_Yearlong 2006","Google|conakry","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,4.85,1.62,54,5.56,1.25,0,0,0,4.85,0
"K435","Google - US",43000000014115488,"paris ticket","Broad","Geo Targeted Miami","Miami to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,4.85,1.62,21,14.29,1.62,0,0,0,4.85,0
"K435","Google - US",43000000014112880,"paris cheap flights","Broad","Geo Targeted Philadelphia","Philadelphia to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.85,2.43,8,25,1,0,0,0,4.85,0
"K435","Google - US",43000000013072728,"turkey airfare","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,4.86,1.62,72,4.17,1.34,0,0,0,4.86,0
"K435","Google - US",43000000014113544,"athens airport","Broad","Geo Targeted New York","New York to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,4.86,4.86,18,5.56,1.06,0,0,0,4.86,0
"K435","Google - US",43000000014109632,"italy cheap tickets","Broad","Geo Targeted San Francisco","San Francisco to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,4.88,2.44,120,1.67,1.42,0,0,0,4.88,0
"K435","Google - US",43000000013072440,"[flight to london]","Exact","Western Europe Destinations","London","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,4.9,4.9,3,33.33,1.67,0,0,0,4.9,0
"K435","Google - US",43000000014110448,"paris air fares","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.9,2.45,12,16.67,1.08,0,0,0,4.9,0
"K435","Google - US",43000000014302632,"india vacations","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,4.91,4.91,654,0.15,1.48,0,0,0,4.91,0
"K435","Google - US",43000000014118816,"barcelona tickets","Broad","Geo Targeted Houston","Houston to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,4.94,4.94,15,6.67,2.13,0,0,0,4.94,0
"K435","Google - US",43000000014122784,"paris plane tickets","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.94,2.47,3,66.67,1,0,0,0,4.94,0
"K435","Google - US",43000000014200960,"international flight","Broad","Geo Targeted DC","International DC","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,4.94,2.47,95,2.11,2.03,0,0,0,4.94,0
"K435","Google - US",43000000014110976,"rome cheap flights","Broad","Geo Targeted San Francisco","San Francisco to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,4.95,4.95,4,25,1,0,0,0,4.95,0
"K435","Google - US",43000000014122344,"paris airlines","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.96,2.48,44,4.55,2,0,0,0,4.96,0
"K435","Google - US",43000000014115200,"france fares","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,4.98,2.49,15,13.33,1.47,0,0,0,4.98,0
"K435","Google - US",43000000014116464,"france cheap ticket","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,4.99,1.66,20,15,1,0,0,0,4.99,0
"K435","Google - US",43000000014114848,"rome fares","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,5,5,5,20,1,0,0,0,5,0
"K435","Google - US",43000000014127736,"rome ticket","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5,5,21,4.76,1.24,0,0,0,5,0
"K435","Google - US",43000000014112656,"rome airport","Broad","Geo Targeted Philadelphia","Philadelphia to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.03,2.51,14,14.29,1.43,0,0,0,5.03,0
"K435","Google - US",43000000014116784,"greece flights","Broad","Geo Targeted Los Angeles","Los Angeles to Greece Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.03,2.51,60,3.33,1.22,0,0,0,5.03,0
"K435","Google - US",43000000014113184,"italy airline tickets","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.04,2.52,2,100,1,0,0,0,5.04,0
"K435","Google - US",43000000014110672,"paris air flights","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.06,5.06,2,50,1,0,0,0,5.06,0
"K435","Google - US",43000000014201064,"europe airlines","Broad","Geo Targeted Detroit","Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.06,2.53,74,2.7,2.47,0,0,0,5.06,0
"K435","Google - US",43000000005287936,"flight to berlin","Broad","Google_Yearlong 2006","Google|Berlin","berlin","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,5.07,1.69,77,3.9,1.25,0,0,0,5.07,0
"K435","Google - US",43000000014201448,"international airline","Broad","Geo Targeted Boston","International Boston","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.08,2.54,13,15.38,2.92,0,0,0,5.08,0
"K435","Google - US",43000000005287768,"fly to hanover","Broad","Google_Yearlong 2006","Google|Hanover","hanover","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.09,5.09,7,14.29,1.14,0,0,0,5.09,0
"K435","Google - US",43000000014117296,"barcelona airfare","Broad","Geo Targeted Los Angeles","Los Angeles to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.1,2.55,4,50,1,0,0,0,5.1,0
"K435","Google - US",43000000005278240,"germany airport","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.11,2.56,190,1.05,1.48,0,0,0,5.11,0
"K435","Google - US",43000000014118672,"barcelona flights","Broad","Geo Targeted Houston","Houston to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.11,2.56,141,1.42,1.43,0,0,0,5.11,0
"K435","Google - US",43000000005287800,"hamburg ticket","Broad","Google_Yearlong 2006","Google|Hamburg","hamburg","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.13,2.56,29,6.9,1.32,0,0,0,5.13,0
"K435","Google - US",43000000014121504,"barcelona tickets","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.13,5.13,22,4.55,1.81,0,0,0,5.13,0
"K435","Google - US",43000000013072496,"madrid travel","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.14,2.57,570,0.35,3.4,0,0,0,5.14,0
"K435","Google - US",43000000013072768,"italy airports","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,6,5.15,0.86,987,0.61,4.3,0,0,0,5.15,0
"K435","Google - US",43000000013072552,"[london flights]","Exact","Western Europe Destinations","London","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.26,2.63,9,22.22,2.78,0,0,0,5.26,0
"K435","Google - US",43000000014114648,"venice airlines","Broad","Geo Targeted New York","New York to Venice Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,5.28,5.28,36,2.78,4.04,0,0,0,5.28,0
"K435","Google - US",43000000014122200,"rome airports","Broad","Geo Targeted DC","DC to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.29,2.64,8,25,1.75,0,0,0,5.29,0
"K435","Google - US",43000000014114872,"venice airport","Broad","Geo Targeted New York","New York to Venice Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.3,2.65,19,10.53,1.57,0,0,0,5.3,0
"K435","Google - US",43000000013072608,"[istanbul airport]","Exact","Western Europe Destinations","Istanbul","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,5,5.33,1.07,942,0.53,4.58,0,0,0,5.33,0
"K435","Google - US",43000000014113624,"florence tickets","Broad","Geo Targeted New York","New York to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,5.33,5.33,16,6.25,1.94,0,0,0,5.33,0
"K435","Google - US",43000000014116816,"italy airlines","Broad","Geo Targeted Los Angeles","Los Angeles to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,5.33,5.33,7,14.29,2.43,0,0,0,5.33,0
"K435","Google - US",43000000014118480,"florence airfare","Broad","Geo Targeted Houston","Houston to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.34,5.34,4,25,1.25,0,0,0,5.34,0
"K435","Google - US",43000000005278160,"switzerland cheap flights","Broad","Google_Yearlong 2006","Google|Switzerland","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.38,5.38,36,2.78,1.48,0,0,0,5.38,0
"K435","Google - US",43000000014114032,"paris cheap airline tickets","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,2,5.38,2.69,18,11.11,1,0,0,0,5.38,0
"K435","Google - US",43000000014112120,"italy airlines","Broad","Geo Targeted Philadelphia","Philadelphia to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.39,2.69,133,1.5,1.15,0,0,0,5.39,0
"K435","Google - US",43000000005278640,"overseas airline","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.4,5.4,155,0.65,1.68,0,0,0,5.4,0
"K435","Google - US",43000000013072232,"rome airline","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,5.4,1.8,244,1.23,2.98,0,0,0,5.4,0
"K435","Google - US",43000000013072592,"italy ticket","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,10,5.4,0.54,264,3.79,4.19,0,0,0,5.4,0
"K435","Google - US",43000000014116736,"france cheap flights","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,5.4,1.8,28,10.71,1,0,0,0,5.4,0
"K435","Google - US",43000000014201024,"europe air fare","Broad","Geo Targeted Los Angeles","Europe Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.41,2.71,5,40,1,0,0,0,5.41,0
"K435","Google - US",43000000013072464,"[fly to istanbul]","Exact","Western Europe Destinations","Istanbul","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,5,5.43,1.09,74,6.76,6.51,0,0,0,5.43,0
"K435","Google - US",43000000014120336,"italy plane tickets","Broad","Geo Targeted Detroit","Detroit to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.43,5.43,2,50,1.5,0,0,0,5.43,0
"K435","Google - US",43000000013071872,"florence airport","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,12,5.44,0.45,1959,0.61,5.56,0,0,0,5.44,0
"K435","Google - US",43000000005278544,"european cheap tickets","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,6,5.45,0.91,86,6.98,2.01,0,0,0,5.45,0
"K435","Google - US",43000000013072800,"rome plane tickets","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,7,5.45,0.78,159,4.4,5.81,0,0,0,5.45,0
"K435","Google - US",43000000013072848,"turkey fare","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,5.46,1.82,82,3.66,1.2,0,0,0,5.46,0
"K435","Google - US",43000000014201288,"europe ticket","Broad","Geo Targeted Boston","Europe Boston","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.46,2.73,19,10.53,1.16,0,0,0,5.46,0
"K435","Google - US",43000000013072480,"[istanbul flight]","Exact","Western Europe Destinations","Istanbul","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,4,5.48,1.37,108,3.7,2.01,0,0,0,5.48,0
"K435","Google - US",43000000014201024,"international airfare","Broad","Geo Targeted DC","International DC","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.48,2.74,37,5.41,1.95,0,0,0,5.48,0
"K435","Google - US",43000000005287792,"berlin airfare","Broad","Google_Yearlong 2006","Google|Berlin","berlin","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.49,2.74,168,1.19,1.02,0,0,0,5.49,0
"K435","Google - US",43000000013072768,"venice flight","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,5.49,1.83,301,1,3,0,0,0,5.49,0
"K435","Google - US",43000000014111824,"discount international airline","Broad","Geo Targeted Philadelphia","Discount International Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,5.49,5.49,1,100,1,0,0,0,5.49,0
"K435","Google - US",43000000014125472,"france tickets","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.49,2.74,83,2.41,2.33,0,0,0,5.49,0
"K435","Google - US",43000000014112232,"paris cheap ticket","Broad","Geo Targeted Philadelphia","Philadelphia to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.5,2.75,2,100,1,0,0,0,5.5,0
"K435","Google - US",43000000005278520,"venice airline","Broad","Google_Yearlong 2006","Google|Venice","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,6,5.51,0.92,202,2.97,1.65,0,0,0,5.51,0
"K435","Google - US",43000000014122376,"paris airfare","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.56,5.56,67,1.49,4.75,0,0,0,5.56,0
"K435","Google - US",43000000005277960,"florence ticket","Broad","Google_Yearlong 2006","Google|Florence","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.58,2.79,140,1.43,1.4,0,0,0,5.58,0
"K435","Google - US",43000000014113600,"france plane ticket","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,3,5.57,1.86,36,8.33,1.44,0,0,0,5.57,0
"K435","Google - US",43000000005278368,"germany fare","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,5.59,1.4,362,1.1,1.34,0,0,0,5.59,0
"K435","Google - US",43000000014121760,"athens flight deals","Broad","Geo Targeted DC","DC to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.6,5.6,1,100,1,0,0,0,5.6,0
"K435","Google - US",43000000014200640,"international flights","Broad","Geo Targeted New York","International New York","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.61,2.81,100,2,5.24,0,0,0,5.61,0
"K435","Google - US",43000000014116528,"france airports","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.66,2.83,60,3.33,1.05,0,0,0,5.66,0
"K435","Google - US",43000000005287888,"hamburg cheap flights","Broad","Google_Yearlong 2006","Google|Hamburg","hamburg","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,5.7,1.9,116,2.59,1.01,0,0,0,5.7,0
"K435","Google - US",43000000014113736,"france air fares","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,2,5.7,2.85,24,8.33,1.17,0,0,0,5.7,0
"K435","Google - US",43000000014113328,"italy air flights","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.7,2.85,9,22.22,1,0,0,0,5.7,0
"K435","Google - US",43000000014113784,"paris cheap air fares","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,2,5.74,2.87,7,28.57,1,0,0,0,5.74,0
"K435","Google - US",43000000014119696,"rome flight deals","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.74,2.87,3,66.67,1.67,0,0,0,5.74,0
"K435","Google - US",43000000013072056,"barcelona fares","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,8,5.75,0.72,203,3.94,4.49,0,0,0,5.75,0
"K435","Google - US",43000000014109488,"athens airlines","Broad","Geo Targeted San Francisco","San Francisco to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.78,5.78,24,4.17,1.37,0,0,0,5.78,0
"K435","Google - US",43000000014110968,"rome airline tickets","Broad","Geo Targeted San Francisco","San Francisco to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.78,5.78,2,50,1.5,0,0,0,5.78,0
"K435","Google - US",43000000013072744,"uk airfares","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,3,5.81,1.94,48,6.25,1.21,0,0,0,5.81,0
"K435","Google - US",43000000014112024,"france flight","Broad","Geo Targeted Philadelphia","Philadelphia to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.81,2.91,45,4.44,1.73,0,0,0,5.81,0
"K435","Google - US",43000000014201152,"international airline ticket","Broad","Geo Targeted Los Angeles","International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.84,2.92,35,5.71,1.73,0,0,0,5.84,0
"K435","Google - US",43000000008357144,"athens cheap flight","Broad","Google_Yearlong 2006","Google|Athens","athens","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,5.85,1.95,71,4.23,2.26,0,0,0,5.85,0
"K435","Google - US",43000000013072640,"madrid plane tickets","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,6,5.85,0.98,96,6.25,4.57,0,0,0,5.85,0
"K435","Google - US",43000000014118048,"paris air ticket","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.85,2.93,15,13.33,1,0,0,0,5.85,0
"K435","Google - US",43000000014112104,"france airlines","Broad","Geo Targeted Philadelphia","Philadelphia to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,5.88,5.88,71,1.41,1.25,0,0,0,5.88,0
"K435","Google - US",43000000014201152,"international airlines","Broad","Geo Targeted Los Angeles","International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,5.89,2.94,63,3.17,1.54,0,0,0,5.89,0
"K435","Google - US",43000000014120464,"rome flight","Broad","Geo Targeted Detroit","Detroit to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,5.95,2.98,31,6.45,1.16,0,0,0,5.95,0
"K435","Google - US",43000000014201216,"europe tickets","Broad","Geo Targeted Boston","Europe Boston","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6,3,36,5.56,3.33,0,0,0,6,0
"K435","Google - US",43000000014117360,"paris fares","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,6.03,6.03,36,2.78,1.83,0,0,0,6.03,0
"K435","Google - US",43000000014200760,"international airline","Broad","Geo Targeted Philadelphia","International Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,6.04,6.04,38,2.63,1.52,0,0,0,6.04,0
"K435","Google - US",43000000005278024,"rome cheap tickets","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,6.05,3.03,13,15.38,2.44,0,0,0,6.05,0
"K435","Google - US",43000000014116632,"france airport","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,1,6.05,6.05,20,5,1.05,0,0,0,6.05,0
"K435","Google - US",43000000005278600,"athens cheap ticket","Broad","Google_Yearlong 2006","Google|Athens","athens","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,6.06,1.52,26,15.38,1.54,0,0,0,6.06,0
"K435","Google - US",43000000014118568,"barcelona airfare","Broad","Geo Targeted Houston","Houston to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.08,2.03,7,42.86,3.71,0,0,0,6.08,0
"K435","Google - US",43000000005287824,"stuttgart","Broad","Google_Yearlong 2006","Google|Stuttgart","stuttgart","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,4,6.09,1.52,835,0.48,1.09,0,0,0,6.09,0
"K435","Google - US",43000000005278480,"milan airlines","Broad","Google_Yearlong 2006","Google|Milan","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,5,6.11,1.22,122,4.1,2.82,0,0,0,6.11,0
"K435","Google - US",43000000014119936,"rome cheap air fares","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,1,6.16,6.16,1,100,1,0,0,0,6.16,0
"K435","Google - US",43000000005278656,"london airline","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.17,2.06,138,2.17,2.2,0,0,0,6.17,0
"K435","Google - US",43000000014201192,"international airlines","Broad","Geo Targeted Detroit","International Detroit","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.18,3.09,44,4.55,1.39,0,0,0,6.18,0
"K435","Google - US",43000000013071384,"barcelona airline","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.2,2.07,200,1.5,4.22,0,0,0,6.2,0
"K435","Google - US",43000000014127520,"rome airfares","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,2,6.23,3.11,9,22.22,1.22,0,0,0,6.23,0
"K435","Google - US",43000000014122024,"france airlines","Broad","Geo Targeted DC","DC to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.24,3.12,131,1.53,1.22,0,0,0,6.24,0
"K435","Google - US",43000000014127560,"paris cheap airfare","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Paused",6.25,3,6.24,2.08,9,33.33,1,0,0,0,6.24,0
"K435","Google - US",43000000014113328,"france airfare deals","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,2,6.25,3.13,14,14.29,1.29,0,0,0,6.25,0
"K435","Google - US",43000000014113920,"paris air plane tickets","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unassigned","Live",6.25,2,6.25,3.13,1,200,1,0,0,0,6.25,0
"K435","Google - US",43000000014116464,"cheap europe flight","Broad","Geo Targeted Los Angeles","Cheap Europe Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,4,6.3,1.58,11,36.36,1.09,0,0,0,6.3,0
"K435","Google - US",43000000014112176,"cheap international tickets","Broad","Geo Targeted Philadelphia","Cheap International Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unassigned","Unavailable",6.25,2,6.34,3.17,3,66.67,1,0,0,0,6.34,0
